timestamps,data,event,trial
2712.1495999991894,1.0,right_lick_time,212
2712.3266239995137,1.0,right_lick_time,212
2712.4695999994874,1.0,right_lick_time,212
2712.6555199995637,1.0,right_lick_time,212
2712.835039999336,1.0,right_lick_time,212
2713.3155519999564,1.0,right_lick_time,213
2713.501823999919,1.0,right_lick_time,213
2714.5109759997576,1.0,right_lick_time,213
2714.6527359997854,1.0,right_lick_time,213
2714.8737919991836,1.0,right_lick_time,213
2716.946335999295,1.0,right_lick_time,213
2718.71903999988,1.0,right_lick_time,213
2718.908063999377,1.0,right_lick_time,213
2719.283295999281,1.0,right_lick_time,213
2719.429087999277,1.0,right_lick_time,213
2721.6936319991946,1.0,right_lick_time,213
2721.900607999414,1.0,right_lick_time,213
2728.455711999908,,goCue_start_time,213
2728.6100479997694,1.0,right_lick_time,213
2728.7938559995964,1.0,right_lick_time,213
2729.1004479993135,1.0,right_lick_time,213
2736.0556479999796,,goCue_start_time,214
2736.194751999341,1.0,right_lick_time,214
2736.4005759991705,1.0,right_lick_time,214
2750.204799999483,,goCue_start_time,215
2750.3598079998046,1.0,right_lick_time,215
2750.553023999557,1.0,right_lick_time,215
2750.8744959998876,1.0,right_lick_time,215
2754.7779519995674,1.0,right_lick_time,216
2761.5726719992235,,goCue_start_time,216
2761.7113919993863,1.0,right_lick_time,216
2761.893023999408,1.0,right_lick_time,216
2767.6810240000486,1.0,right_lick_time,217
2771.054847999476,,goCue_start_time,217
2771.192703999579,1.0,right_lick_time,217
2771.4476159997284,1.0,right_lick_time,217
2771.6795199997723,1.0,right_lick_time,217
2773.0707839997485,1.0,right_lick_time,217
2773.2354879993945,1.0,right_lick_time,218
2777.2877759998664,,goCue_start_time,218
2777.452191999182,1.0,right_lick_time,218
2777.554527999833,1.0,right_lick_time,218
2777.6740799993277,1.0,right_lick_time,218
2784.3056959994137,,goCue_start_time,219
2784.4450239995494,1.0,right_lick_time,219
2784.6323199998587,1.0,right_lick_time,219
2787.799359999597,1.0,right_lick_time,220
2793.7729279994965,,goCue_start_time,220
2793.918335999362,1.0,right_lick_time,220
2793.921023999341,1.0,right_reward_delivery_time,220
2794.090079999529,1.0,right_lick_time,220
2794.220703999512,1.0,right_lick_time,220
2794.3554559992626,1.0,right_lick_time,220
2794.5115199992433,1.0,right_lick_time,220
2794.6691839993,1.0,right_lick_time,220
2794.8360639996827,1.0,right_lick_time,220
2794.9891519993544,1.0,right_lick_time,220
2795.1359999999404,1.0,right_lick_time,220
2795.2809919994324,1.0,right_lick_time,220
2795.431903999299,1.0,right_lick_time,220
2795.5767039991915,1.0,right_lick_time,220
2795.747487999499,1.0,right_lick_time,220
2795.9103999994695,1.0,right_lick_time,220
2796.0321279997006,1.0,right_lick_time,221
2796.233535999432,1.0,right_lick_time,221
2796.60108799953,1.0,right_lick_time,221
2796.771999999881,1.0,right_lick_time,221
2796.937535999343,1.0,right_lick_time,221
2797.6054719993845,1.0,right_lick_time,221
2797.774783999659,1.0,right_lick_time,221
2797.939871999435,1.0,right_lick_time,221
2798.12239999976,1.0,right_lick_time,221
2799.8957119993865,1.0,right_lick_time,221
2801.0679679997265,1.0,right_lick_time,221
2802.0363839995116,1.0,right_lick_time,221
2804.1979839997366,1.0,right_lick_time,221
2812.154655999504,,goCue_start_time,221
2812.2917120000347,1.0,right_lick_time,221
2812.4825919996947,1.0,right_lick_time,221
2813.5053759999573,1.0,right_lick_time,221
2813.6690239999443,1.0,right_lick_time,221
2822.5908800000325,,goCue_start_time,222
2822.72511999961,1.0,right_lick_time,222
2822.727008000016,1.0,right_reward_delivery_time,222
2822.920767999254,1.0,right_lick_time,222
2823.1145919999108,1.0,right_lick_time,222
2823.244639999233,1.0,right_lick_time,222
2823.419487999752,1.0,right_lick_time,222
2823.5737600000575,1.0,right_lick_time,222
2823.7127359993756,1.0,right_lick_time,222
2823.848895999603,1.0,right_lick_time,222
2823.9977599997073,1.0,right_lick_time,222
2824.1329279998317,1.0,right_lick_time,222
2824.263295999728,1.0,right_lick_time,222
2824.4172479994595,1.0,right_lick_time,222
2824.561215999536,1.0,right_lick_time,222
2824.7117119999602,1.0,right_lick_time,222
2825.338175999932,1.0,right_lick_time,223
2825.5099839996547,1.0,right_lick_time,223
2825.6762560000643,1.0,right_lick_time,223
2825.8330239998177,1.0,right_lick_time,223
2825.9998079994693,1.0,right_lick_time,223
2826.1845759991556,1.0,right_lick_time,223
2826.5100479992107,1.0,right_lick_time,223
2826.6501439996064,1.0,right_lick_time,223
2826.8337919991463,1.0,right_lick_time,223
2828.6725759999827,1.0,right_lick_time,223
2828.8268479993567,1.0,right_lick_time,223
2829.0237119998783,1.0,right_lick_time,223
2834.3312959996983,1.0,right_lick_time,223
2835.359391999431,1.0,right_lick_time,223
2835.4258559998125,1.0,right_lick_time,223
2845.5888959998265,,goCue_start_time,223
2845.733567999676,1.0,right_lick_time,223
2845.938815999776,1.0,right_lick_time,223
2853.9718079995364,,goCue_start_time,224
2854.104063999839,1.0,right_lick_time,224
2854.3398079993203,1.0,right_lick_time,224
2854.5330559993163,1.0,right_lick_time,224
2854.7599999997765,1.0,right_lick_time,224
2855.130527999252,1.0,right_lick_time,224
